Column	Row	ProbeName	ID	RefNumber	ControlType	GeneName	TopHit	Description	Go	ChromosomalLocation	EntrezGeneID
132	1		11244	132	FALSE			Unknown		unmapped	
133	1		32302	133	FALSE			Unknown		unmapped	
134	1		37136	134	FALSE			Unknown		unmapped	
135	1		5660	135	FALSE			Unknown		unmapped	
136	1		7979	136	FALSE			Unknown		unmapped	
137	1		59371	137	FALSE			Unknown		unmapped	
138	1		31250	138	FALSE			Unknown		unmapped	
139	1		11967	139	FALSE			Unknown		unmapped	
140	1		25157	140	FALSE			Unknown		unmapped	
141	1		46315	141	FALSE			Unknown		unmapped	
142	1		2560	142	FALSE			Unknown		unmapped	
143	1		216	143	FALSE			Unknown		unmapped	
144	1		34956	144	FALSE			Unknown		unmapped	
145	1		56541	145	FALSE			Unknown		unmapped	
146	1		58653	146	FALSE			Unknown		unmapped	
147	1		42091	147	FALSE			Unknown		unmapped	
148	1		17045	148	FALSE			Unknown		unmapped	
149	1		44265	149	FALSE			Unknown		unmapped	
150	1		58450	150	FALSE			Unknown		unmapped	
151	1		36	151	FALSE			Unknown		unmapped	
152	1		18988	152	FALSE			Unknown		unmapped	
153	1		32875	153	FALSE			Unknown		unmapped	
154	1		9167	154	FALSE			Unknown		unmapped	
155	1		52580	155	FALSE			Unknown		unmapped	
156	1		16249	156	FALSE			Unknown		unmapped	
157	1		37030	157	FALSE			Unknown		unmapped	
158	1	b3898	A_07_P019267	158	FALSE	frvX	cmr|b3898|cmr|b3898|asap|ABE-0012722	frv operon protein [b3898]		unmapped	
159	1		26284	159	FALSE			Unknown		unmapped	
160	1		31695	160	FALSE			Unknown		unmapped	
161	1		47331	161	FALSE			Unknown		unmapped	
162	1	DarkCorner	DarkCorner	162	pos	DarkCorner		Unknown		Unknown	
163	1	GE_BrightCorner	GE_BrightCorner	163	pos	GE_BrightCorner		Unknown		Unknown	
164	1	GE_BrightCorner	GE_BrightCorner	164	pos	GE_BrightCorner		Unknown		Unknown	
1	2	GE_BrightCorner	GE_BrightCorner	165	pos	GE_BrightCorner		Unknown		Unknown	
2	2	DarkCorner	DarkCorner	166	pos	DarkCorner		Unknown		Unknown	
3	2		46330	167	FALSE			Unknown		unmapped	
4	2		45829	168	FALSE			Unknown		unmapped	
5	2		39943	169	FALSE			Unknown		unmapped	
6	2		2397	170	FALSE			Unknown		unmapped	
7	2		28077	171	FALSE			Unknown		unmapped	
8	2		1694	172	FALSE			Unknown		unmapped	
9	2		43879	173	FALSE			Unknown		unmapped	
10	2		5561	174	FALSE			Unknown		unmapped	
11	2		413	175	FALSE			Unknown		unmapped	
12	2		15980	176	FALSE			Unknown		unmapped	
13	2		22109	177	FALSE			Unknown		unmapped	
14	2		18264	178	FALSE			Unknown		unmapped	
15	2		28370	179	FALSE			Unknown		unmapped	
16	2		56250	180	FALSE			Unknown		unmapped	
17	2		42708	181	FALSE			Unknown		unmapped	
18	2		41234	182	FALSE			Unknown		unmapped	
19	2		59734	183	FALSE			Unknown		unmapped	
20	2		42725	184	FALSE			Unknown		unmapped	
21	2		8623	185	FALSE			Unknown		unmapped	
22	2		36804	186	FALSE			Unknown		unmapped	
23	2		25804	187	FALSE			Unknown		unmapped	
24	2		8544	188	FALSE			Unknown		unmapped	
25	2		16065	189	FALSE			Unknown		unmapped	
26	2		40974	190	FALSE			Unknown		unmapped	
27	2		24849	191	FALSE			Unknown		unmapped	
28	2		34564	192	FALSE			Unknown		unmapped	
29	2		52736	193	FALSE			Unknown		unmapped	
30	2		23710	194	FALSE			Unknown		unmapped	
31	2		13082	195	FALSE			Unknown		unmapped	
32	2		32032	196	FALSE			Unknown		unmapped	
33	2		44223	197	FALSE			Unknown		unmapped	
34	2		9237	198	FALSE			Unknown		unmapped	
35	2		53751	199	FALSE			Unknown		unmapped	
36	2		5959	200	FALSE			Unknown		unmapped	
37	2		47539	201	FALSE			Unknown		unmapped	
38	2		13344	202	FALSE			Unknown		unmapped	
39	2		14768	203	FALSE			Unknown		unmapped	
40	2		38927	204	FALSE			Unknown		unmapped	
41	2		48500	205	FALSE			Unknown		unmapped	
42	2		20297	206	FALSE			Unknown		unmapped	
43	2		19981	207	FALSE			Unknown		unmapped	
44	2		42408	208	FALSE			Unknown		unmapped	
45	2		44140	209	FALSE			Unknown		unmapped	
46	2	E1A_r60_a22	(+)E1A_r60_a22	210	pos	(+)E1A_r60_a22		Unknown		Unknown	
47	2		23930	211	FALSE			Unknown		unmapped	
48	2		42501	212	FALSE			Unknown		unmapped	
49	2		47407	213	FALSE			Unknown		unmapped	
50	2		52621	214	FALSE			Unknown		unmapped	
51	2		40891	215	FALSE			Unknown		unmapped	
52	2		19362	216	FALSE			Unknown		unmapped	
53	2		37856	217	FALSE			Unknown		unmapped	
54	2		17751	218	FALSE			Unknown		unmapped	
55	2		54788	219	FALSE			Unknown		unmapped	
56	2		39673	220	FALSE			Unknown		unmapped	
57	2		47069	221	FALSE			Unknown		unmapped	
58	2	b1272	A_07_P014344	222	FALSE	sohB	cmr|b1272|cmr|b1272|asap|ABE-0004267	putative protease [b1272]		unmapped	
59	2		52367	223	FALSE			Unknown		unmapped	
60	2		50526	224	FALSE			Unknown		unmapped	
61	2		25671	225	FALSE			Unknown		unmapped	
62	2		7408	226	FALSE			Unknown		unmapped	
63	2		6556	227	FALSE			Unknown		unmapped	
64	2		34704	228	FALSE			Unknown		unmapped	
65	2		13248	229	FALSE			Unknown		unmapped	
66	2		54945	230	FALSE			Unknown		unmapped	
67	2		45391	231	FALSE			Unknown		unmapped	
68	2		28399	232	FALSE			Unknown		unmapped	
69	2		12742	233	FALSE			Unknown		unmapped	
70	2		49606	234	FALSE			Unknown		unmapped	
71	2		11958	235	FALSE			Unknown		unmapped	
72	2		2190	236	FALSE			Unknown		unmapped	
73	2		22042	237	FALSE			Unknown		unmapped	
74	2		55054	238	FALSE			Unknown		unmapped	
75	2		19942	239	FALSE			Unknown		unmapped	
76	2		13069	240	FALSE			Unknown		unmapped	
77	2		46612	241	FALSE			Unknown		unmapped	
78	2		57182	242	FALSE			Unknown		unmapped	
79	2		28018	243	FALSE			Unknown		unmapped	
80	2		55622	244	FALSE			Unknown		unmapped	
81	2		43569	245	FALSE			Unknown		unmapped	
82	2		57375	246	FALSE			Unknown		unmapped	
83	2		25907	247	FALSE			Unknown		unmapped	
84	2		41240	248	FALSE			Unknown		unmapped	
85	2		58744	249	FALSE			Unknown		unmapped	
86	2		41029	250	FALSE			Unknown		unmapped	
87	2		26718	251	FALSE			Unknown		unmapped	
88	2		27227	252	FALSE			Unknown		unmapped	
89	2		41016	253	FALSE			Unknown		unmapped	
90	2		35	254	FALSE			Unknown		unmapped	
91	2		41934	255	FALSE			Unknown		unmapped	
92	2		40615	256	FALSE			Unknown		unmapped	
93	2		17999	257	FALSE			Unknown		unmapped	
94	2		27364	258	FALSE			Unknown		unmapped	
95	2		3061	259	FALSE			Unknown		unmapped	
96	2		45376	260	FALSE			Unknown		unmapped	
97	2		19957	261	FALSE			Unknown		unmapped	
98	2		55147	262	FALSE			Unknown		unmapped	
99	2		5252	263	FALSE			Unknown		unmapped	
100	2		15380	264	FALSE			Unknown		unmapped	
101	2		32893	265	FALSE			Unknown		unmapped	
102	2		24108	266	FALSE			Unknown		unmapped	
103	2		37345	267	FALSE			Unknown		unmapped	
104	2		56465	268	FALSE			Unknown		unmapped	
105	2		47684	269	FALSE			Unknown		unmapped	
106	2		37557	270	FALSE			Unknown		unmapped	
107	2		53844	271	FALSE			Unknown		unmapped	
108	2		23725	272	FALSE			Unknown		unmapped	
109	2		32038	273	FALSE			Unknown		unmapped	
110	2		39384	274	FALSE			Unknown		unmapped	
111	2		29115	275	FALSE			Unknown		unmapped	
112	2		57664	276	FALSE			Unknown		unmapped	
113	2		6254	277	FALSE			Unknown		unmapped	
114	2		24446	278	FALSE			Unknown		unmapped	
115	2		25540	279	FALSE			Unknown		unmapped	
116	2		53606	280	FALSE			Unknown		unmapped	
117	2		21740	281	FALSE			Unknown		unmapped	
118	2		25293	282	FALSE			Unknown		unmapped	
119	2		50691	283	FALSE			Unknown		unmapped	
120	2		30387	284	FALSE			Unknown		unmapped	
121	2		3849	285	FALSE			Unknown		unmapped	
122	2		21616	286	FALSE			Unknown		unmapped	
123	2		23218	287	FALSE			Unknown		unmapped	
124	2		17393	288	FALSE			Unknown		unmapped	
125	2		1719	289	FALSE			Unknown		unmapped	
126	2		25154	290	FALSE			Unknown		unmapped	
127	2		16197	291	FALSE			Unknown		unmapped	
128	2		26586	292	FALSE			Unknown		unmapped	
129	2		6037	293	FALSE			Unknown		unmapped	
130	2		52786	294	FALSE			Unknown		unmapped	
131	2		58044	295	FALSE			Unknown		unmapped	
132	2		41467	296	FALSE			Unknown		unmapped	
133	2		41704	297	FALSE			Unknown		unmapped	
134	2		9067	298	FALSE			Unknown		unmapped	
135	2		20927	299	FALSE			Unknown		unmapped	
136	2		22214	300	FALSE			Unknown		unmapped	
137	2		1070	301	FALSE			Unknown		unmapped	
138	2		39101	302	FALSE			Unknown		unmapped	
139	2		19049	303	FALSE			Unknown		unmapped	
140	2		20825	304	FALSE			Unknown		unmapped	
141	2		1999	305	FALSE			Unknown		unmapped	
142	2		21745	306	FALSE			Unknown		unmapped	
143	2		3xSLv1	307	neg	3xSLv1		Unknown		Unknown	
144	2		57308	308	FALSE			Unknown		unmapped	
145	2		24831	309	FALSE			Unknown		unmapped	
146	2		3496	310	FALSE			Unknown		unmapped	
147	2		59046	311	FALSE			Unknown		unmapped	
148	2		43285	312	FALSE			Unknown		unmapped	
149	2		15286	313	FALSE			Unknown		unmapped	
150	2		37068	314	FALSE			Unknown		unmapped	
151	2		41800	315	FALSE			Unknown		unmapped	
152	2		38841	316	FALSE			Unknown		unmapped	
153	2		58037	317	FALSE			Unknown		unmapped	
154	2		5341	318	FALSE			Unknown		unmapped	
155	2		25726	319	FALSE			Unknown		unmapped	
156	2		49110	320	FALSE			Unknown		unmapped	
157	2		13509	321	FALSE			Unknown		unmapped	
158	2		47157	322	FALSE			Unknown		unmapped	
159	2		13456	323	FALSE			Unknown		unmapped	
160	2		22066	324	FALSE			Unknown		unmapped	
161	2		22141	325	FALSE			Unknown		unmapped	
162	2	DarkCorner	DarkCorner	326	pos	DarkCorner		Unknown		Unknown	
163	2	DarkCorner	DarkCorner	327	pos	DarkCorner		Unknown		Unknown	
164	2	GE_BrightCorner	GE_BrightCorner	328	pos	GE_BrightCorner		Unknown		Unknown	
1	3	DarkCorner	DarkCorner	329	pos	DarkCorner		Unknown		Unknown	
2	3	DarkCorner	DarkCorner	330	pos	DarkCorner		Unknown		Unknown	
3	3		26391	331	FALSE			Unknown		unmapped	
4	3		33364	332	FALSE			Unknown		unmapped	
5	3		22731	333	FALSE			Unknown		unmapped	
6	3		23557	334	FALSE			Unknown		unmapped	
7	3		17142	335	FALSE			Unknown		unmapped	
8	3		21602	336	FALSE			Unknown		unmapped	
9	3		43035	337	FALSE			Unknown		unmapped	
10	3		49291	338	FALSE			Unknown		unmapped	
11	3		44555	339	FALSE			Unknown		unmapped	
12	3		50662	340	FALSE			Unknown		unmapped	
13	3		31945	341	FALSE			Unknown		unmapped	
14	3		17302	342	FALSE			Unknown		unmapped	
15	3		628	343	FALSE			Unknown		unmapped	
16	3		55936	344	FALSE			Unknown		unmapped	
17	3		8906	345	FALSE			Unknown		unmapped	
18	3		ERCC-00053_71	346	pos	ERCC-00053_71		Unknown		Unknown	
19	3		37729	347	FALSE			Unknown		unmapped	
20	3		36777	348	FALSE			Unknown		unmapped	
21	3		4513	349	FALSE			Unknown		unmapped	
22	3		8866	350	FALSE			Unknown		unmapped	
23	3		55796	351	FALSE			Unknown		unmapped	
24	3		34314	352	FALSE			Unknown		unmapped	
25	3		34570	353	FALSE			Unknown		unmapped	
26	3		42001	354	FALSE			Unknown		unmapped	
27	3		43095	355	FALSE			Unknown		unmapped	
28	3		44063	356	FALSE			Unknown		unmapped	
29	3		51756	357	FALSE			Unknown		unmapped	
30	3		48288	358	FALSE			Unknown		unmapped	
31	3		34745	359	FALSE			Unknown		unmapped	
32	3		25653	360	FALSE			Unknown		unmapped	
33	3		38992	361	FALSE			Unknown		unmapped	
34	3		25025	362	FALSE			Unknown		unmapped	
35	3		17082	363	FALSE			Unknown		unmapped	
36	3		2953	364	FALSE			Unknown		unmapped	
37	3		13283	365	FALSE			Unknown		unmapped	
38	3		54715	366	FALSE			Unknown		unmapped	
39	3		40594	367	FALSE			Unknown		unmapped	
40	3		32563	368	FALSE			Unknown		unmapped	
41	3		44457	369	FALSE			Unknown		unmapped	
42	3		50227	370	FALSE			Unknown		unmapped	
43	3		10951	371	FALSE			Unknown		unmapped	
44	3		39716	372	FALSE			Unknown		unmapped	
45	3		5890	373	FALSE			Unknown		unmapped	
46	3		49640	374	FALSE			Unknown		unmapped	
47	3		21447	375	FALSE			Unknown		unmapped	
48	3		6867	376	FALSE			Unknown		unmapped	
49	3		47767	377	FALSE			Unknown		unmapped	
50	3		56418	378	FALSE			Unknown		unmapped	
51	3	b2290	A_07_P013738	379	FALSE	yfbQ	cmr|b2290|cmr|b2290|asap|ABE-0007560	putative aminotransferase [b2290]		unmapped	
52	3		ERCC-00062_278	380	pos	ERCC-00062_278		Unknown		Unknown	
53	3		56902	381	FALSE			Unknown		unmapped	
54	3		39315	382	FALSE			Unknown		unmapped	
55	3		21059	383	FALSE			Unknown		unmapped	
56	3	ETG10_13482	ETG10_13482	384	pos	ETG10_13482		Unknown		Unknown	
57	3		9309	385	FALSE			Unknown		unmapped	
58	3		36270	386	FALSE			Unknown		unmapped	
59	3		59406	387	FALSE			Unknown		unmapped	
60	3		59429	388	FALSE			Unknown		unmapped	
61	3		13459	389	FALSE			Unknown		unmapped	
62	3		6853	390	FALSE			Unknown		unmapped	
63	3		32265	391	FALSE			Unknown		unmapped	
64	3		13657	392	FALSE			Unknown		unmapped	
65	3		52764	393	FALSE			Unknown		unmapped	
66	3		8395	394	FALSE			Unknown		unmapped	
67	3		29506	395	FALSE			Unknown		unmapped	
68	3		56898	396	FALSE			Unknown		unmapped	
69	3		17391	397	FALSE			Unknown		unmapped	
70	3		49269	398	FALSE			Unknown		unmapped	
71	3		29435	399	FALSE			Unknown		unmapped	
72	3		16995	400	FALSE			Unknown		unmapped	
73	3		15093	401	FALSE			Unknown		unmapped	
74	3		37230	402	FALSE			Unknown		unmapped	
75	3		5345	403	FALSE			Unknown		unmapped	
76	3		6966	404	FALSE			Unknown		unmapped	
77	3		10663	405	FALSE			Unknown		unmapped	
78	3		13085	406	FALSE			Unknown		unmapped	
79	3		1401	407	FALSE			Unknown		unmapped	
80	3		8672	408	FALSE			Unknown		unmapped	
81	3		33757	409	FALSE			Unknown		unmapped	
82	3		3799	410	FALSE			Unknown		unmapped	
83	3		44968	411	FALSE			Unknown		unmapped	
84	3		13582	412	FALSE			Unknown		unmapped	
85	3		33365	413	FALSE			Unknown		unmapped	
86	3		47511	414	FALSE			Unknown		unmapped	
87	3		41652	415	FALSE			Unknown		unmapped	
88	3		36224	416	FALSE			Unknown		unmapped	
89	3		32264	417	FALSE			Unknown		unmapped	
90	3	b3561	A_07_P007733	418	FALSE	wecH	cmr|b3561|cmr|b3561|asap|ABE-0011630	"orf, hypothetical protein [b3561]"		unmapped	
91	3		6596	419	FALSE			Unknown		unmapped	
92	3		50251	420	FALSE			Unknown		unmapped	
93	3	E1A_r60_a22	(+)E1A_r60_a22	421	pos	(+)E1A_r60_a22		Unknown		Unknown	
94	3		29909	422	FALSE			Unknown		unmapped	
95	3		10895	423	FALSE			Unknown		unmapped	
96	3	b2857	A_07_P006266	424	FALSE		cmr|b2857|cmr|b2857|asap|ABE-0009385	"orf, hypothetical protein [b2857]"		unmapped	
97	3		20776	425	FALSE			Unknown		unmapped	
98	3		3613	426	FALSE			Unknown		unmapped	
99	3		41081	427	FALSE			Unknown		unmapped	
100	3		21561	428	FALSE			Unknown		unmapped	
101	3		28273	429	FALSE			Unknown		unmapped	
102	3		14482	430	FALSE			Unknown		unmapped	
103	3		31256	431	FALSE			Unknown		unmapped	
104	3		21690	432	FALSE			Unknown		unmapped	
105	3		6879	433	FALSE			Unknown		unmapped	
106	3		9149	434	FALSE			Unknown		unmapped	
107	3		20607	435	FALSE			Unknown		unmapped	
108	3		51921	436	FALSE			Unknown		unmapped	
109	3		26381	437	FALSE			Unknown		unmapped	
110	3		22292	438	FALSE			Unknown		unmapped	
111	3	b0585	A_07_P016684	439	FALSE	fes	cmr|b0585|cmr|b0585|asap|ABE-0002019	enterochelin esterase [b0585]		unmapped	
112	3	b1644	A_07_P020852	440	FALSE	ydhJ	cmr|b1644|cmr|b1644|asap|ABE-0005501	putative membrane protein [b1644]		unmapped	
113	3		29273	441	FALSE			Unknown		unmapped	
114	3		53780	442	FALSE			Unknown		unmapped	
115	3		53940	443	FALSE			Unknown		unmapped	
116	3		48838	444	FALSE			Unknown		unmapped	
117	3	b1688	A_07_P018491	445	FALSE	ydiK	cmr|b1688|cmr|b1688|asap|ABE-0005637	"orf, hypothetical protein [b1688]"		unmapped	
118	3		3446	446	FALSE			Unknown		unmapped	
119	3		32976	447	FALSE			Unknown		unmapped	
120	3		40963	448	FALSE			Unknown		unmapped	
121	3		ERCC-00012_90	449	pos	ERCC-00012_90		Unknown		Unknown	
122	3		39371	450	FALSE			Unknown		unmapped	
123	3		40039	451	FALSE			Unknown		unmapped	
124	3		57638	452	FALSE			Unknown		unmapped	
125	3		7455	453	FALSE			Unknown		unmapped	
126	3		22702	454	FALSE			Unknown		unmapped	
127	3		32409	455	FALSE			Unknown		unmapped	
128	3		24534	456	FALSE			Unknown		unmapped	
129	3		56482	457	FALSE			Unknown		unmapped	
130	3		3160	458	FALSE			Unknown		unmapped	
131	3		31699	459	FALSE			Unknown		unmapped	
132	3		13728	460	FALSE			Unknown		unmapped	
133	3		52609	461	FALSE			Unknown		unmapped	
134	3		15241	462	FALSE			Unknown		unmapped	
135	3		40546	463	FALSE			Unknown		unmapped	
136	3		53188	464	FALSE			Unknown		unmapped	
137	3		3xSLv1	465	neg	3xSLv1		Unknown		Unknown	
138	3		31609	466	FALSE			Unknown		unmapped	
139	3		19106	467	FALSE			Unknown		unmapped	
140	3		18592	468	FALSE			Unknown		unmapped	
141	3		29166	469	FALSE			Unknown		unmapped	
142	3		5743	470	FALSE			Unknown		unmapped	
143	3		18820	471	FALSE			Unknown		unmapped	
144	3		54871	472	FALSE			Unknown		unmapped	
145	3		12869	473	FALSE			Unknown		unmapped	
146	3		18157	474	FALSE			Unknown		unmapped	
147	3		22063	475	FALSE			Unknown		unmapped	
148	3		47531	476	FALSE			Unknown		unmapped	
149	3		41043	477	FALSE			Unknown		unmapped	
150	3		3818	478	FALSE			Unknown		unmapped	
151	3		35981	479	FALSE			Unknown		unmapped	
152	3		35700	480	FALSE			Unknown		unmapped	
153	3		27445	481	FALSE			Unknown		unmapped	
154	3		47860	482	FALSE			Unknown		unmapped	
155	3		5775	483	FALSE			Unknown		unmapped	
156	3		18281	484	FALSE			Unknown		unmapped	
157	3		12884	485	FALSE			Unknown		unmapped	
158	3		55628	486	FALSE			Unknown		unmapped	
159	3		31258	487	FALSE			Unknown		unmapped	
160	3		42265	488	FALSE			Unknown		unmapped	
161	3		8477	489	FALSE			Unknown		unmapped	
162	3		655	490	FALSE			Unknown		unmapped	
163	3	DarkCorner	DarkCorner	491	pos	DarkCorner		Unknown		Unknown	
164	3	DarkCorner	DarkCorner	492	pos	DarkCorner		Unknown		Unknown	
1	4	DarkCorner	DarkCorner	493	pos	DarkCorner		Unknown		Unknown	
2	4		24039	494	FALSE			Unknown		unmapped	
3	4		41608	495	FALSE			Unknown		unmapped	
4	4		42911	496	FALSE			Unknown		unmapped	
5	4		27135	497	FALSE			Unknown		unmapped	
6	4		43436	498	FALSE			Unknown		unmapped	
7	4		29770	499	FALSE			Unknown		unmapped	
8	4		25572	500	FALSE			Unknown		unmapped	
9	4		22921	501	FALSE			Unknown		unmapped	
10	4	b4358	A_07_P017488	502	FALSE	yjjN	cmr|b4358|cmr|b4358|asap|ABE-0014294	putative oxidoreductase [b4358]		unmapped	
11	4		6182	503	FALSE			Unknown		unmapped	
12	4		7689	504	FALSE			Unknown		unmapped	
13	4		42698	505	FALSE			Unknown		unmapped	
14	4		3638	506	FALSE			Unknown		unmapped	
15	4		5920	507	FALSE			Unknown		unmapped	
16	4		1211	508	FALSE			Unknown		unmapped	
17	4		ERCC-00077_121	509	pos	ERCC-00077_121		Unknown		Unknown	
18	4		23727	510	FALSE			Unknown		unmapped	
19	4		27627	511	FALSE			Unknown		unmapped	
20	4		3xSLv1	512	neg	3xSLv1		Unknown		Unknown	
21	4		5755	513	FALSE			Unknown		unmapped	
22	4		29400	514	FALSE			Unknown		unmapped	
23	4		20177	515	FALSE			Unknown		unmapped	
24	4		45800	516	FALSE			Unknown		unmapped	
