"Regulator","Regulator_Bnb","Target","Target_Bnb","Effect","Source","Category"
"Fur","b0683","rpoS","b2741","-","RegulonDB_TF","TF"
"Fur","b0683","ryhB","b4451","-","RegulonDB_TF","TF"
"Fur","b0683","sdhA","b0723","+","RegulonDB_TF","TF"
"Fur","b0683","sdhB","b0724","+","RegulonDB_TF","TF"
"Fur","b0683","sdhC","b0721","+","RegulonDB_TF","TF"
"Fur","b0683","sdhD","b0722","+","RegulonDB_TF","TF"
"Fur","b0683","sdhX","b4764","+","RegulonDB_TF","TF"
"Fur","b0683","sodA","b3908","-","RegulonDB_TF","TF"
"Fur","b0683","soxR","b4063","-","RegulonDB_TF","TF"
"Fur","b0683","soxS","b4062","-","RegulonDB_TF","TF"
"Fur","b0683","stfQ","b1547","-","RegulonDB_TF","TF"
"Fur","b0683","sucA","b0726","+","RegulonDB_TF","TF"
"Fur","b0683","sucB","b0727","+","RegulonDB_TF","TF"
"Fur","b0683","sucC","b0728","+","RegulonDB_TF","TF"
"Fur","b0683","sucD","b0729","+","RegulonDB_TF","TF"
"Fur","b0683","sufA","b1684","-","RegulonDB_TF","TF"
"Fur","b0683","sufB","b1683","-","RegulonDB_TF","TF"
"Fur","b0683","sufC","b1682","-","RegulonDB_TF","TF"
"Fur","b0683","sufD","b1681","-","RegulonDB_TF","TF"
"Fur","b0683","sufE","b1679","-","RegulonDB_TF","TF"
"Fur","b0683","sufS","b1680","-","RegulonDB_TF","TF"
"Fur","b0683","tfaQ","b1546","-","RegulonDB_TF","TF"
"Fur","b0683","ybdZ","b4511","-","RegulonDB_TF","TF"
"Fur","b0683","ygaC","b2671","-","RegulonDB_TF","TF"
"Fur","b0683","yhhY","b3441","-","RegulonDB_TF","TF"
"Fur","b0683","yjjZ","b4567","-","RegulonDB_TF","TF"
"Fur","b0683","zinT","b1973","+","RegulonDB_TF","TF"
"Fur","b0683","zwf","b1852","-","RegulonDB_TF","TF"
"GadE","b3512","cyoA","b0432","+","RegulonDB_TF","TF"
"GadE","b3512","cyoB","b0431","+","RegulonDB_TF","TF"
"GadE","b3512","cyoC","b0430","+","RegulonDB_TF","TF"
"GadE","b3512","cyoD","b0429","+","RegulonDB_TF","TF"
"GadE","b3512","cyoE","b0428","+","RegulonDB_TF","TF"
"GadE","b3512","fabZ","b0180","+","RegulonDB_TF","TF"
"GadE","b3512","fliC","b1923","+","RegulonDB_TF","TF"
"GadE","b3512","fliX","b4827","+","RegulonDB_TF","TF"
"GadE","b3512","gadB","b1493","+","RegulonDB_TF","TF"
"GadE","b3512","gadC","b1492","+","RegulonDB_TF","TF"
"GadE","b3512","gadE","b3512","+","RegulonDB_TF","TF"
"GadE","b3512","gadF","b4718","+","RegulonDB_TF","TF"
"GadE","b3512","gadW","b3515","+","RegulonDB_TF","TF"
"GadE","b3512","gadX","b3516","+","RegulonDB_TF","TF"
"GadE","b3512","gltB","b3212","+","RegulonDB_TF","TF"
"GadE","b3512","gltD","b3213","+","RegulonDB_TF","TF"
"GadE","b3512","gltF","b3214","+","RegulonDB_TF","TF"
"GadE","b3512","gnd","b2029","+","RegulonDB_TF","TF"
"GadE","b3512","hdeA","b3510","+","RegulonDB_TF","TF"
"GadE","b3512","hdeB","b3509","+","RegulonDB_TF","TF"
"GadE","b3512","hdeD","b3511","+","RegulonDB_TF","TF"
"GadE","b3512","lpxA","b0181","+","RegulonDB_TF","TF"
"GadE","b3512","lpxD","b0179","+","RegulonDB_TF","TF"
"GadE","b3512","lrp","b0889","+","RegulonDB_TF","TF"
"GadE","b3512","mdtE","b3513","+","RegulonDB_TF","TF"
"GadE","b3512","mdtF","b3514","+","RegulonDB_TF","TF"
"GadE","b3512","purA","b4177","+","RegulonDB_TF","TF"
"GadE","b3512","rcsA","b1951","+","RegulonDB_TF","TF"
"GadE","b3512","skp","b0178","+","RegulonDB_TF","TF"
"GadE","b3512","yhiD","b3508","+","RegulonDB_TF","TF"
"GadE","b3512","yhiM","b3491","+","RegulonDB_TF","TF"
"GadE","b3512","yjbQ","b4056","+","RegulonDB_TF","TF"
"GadE","b3512","yjbR","b4057","+","RegulonDB_TF","TF"
"GadE-RcsB","b2217,b3512","adiC","b4115","+","RegulonDB_TF","TF"
"GadE-RcsB","b2217,b3512","aslB","b3800","+","RegulonDB_TF","TF"
"GadE-RcsB","b2217,b3512","cadA","b4131","+","RegulonDB_TF","TF"
"GadE-RcsB","b2217,b3512","cadB","b4132","+","RegulonDB_TF","TF"
"GadE-RcsB","b2217,b3512","dctR","b3507","+","RegulonDB_TF","TF"
"GadE-RcsB","b2217,b3512","gadA","b3517","+","RegulonDB_TF","TF"
"GadE-RcsB","b2217,b3512","gadX","b3516","+","RegulonDB_TF","TF"
"GadE-RcsB","b2217,b3512","slp","b3506","+","RegulonDB_TF","TF"
"GadE-RcsB","b2217,b3512","yhiM","b3491","+","RegulonDB_TF","TF"
"GadW","b3515","dctR","b3507","-","RegulonDB_TF","TF"
"GadW","b3515","gadE","b3512","+","RegulonDB_TF","TF"
"GadW","b3515","gadF","b4718","+","RegulonDB_TF","TF"
"GadW","b3515","gadW","b3515","-","RegulonDB_TF","TF"
"GadW","b3515","gadY","b4452","-","RegulonDB_TF","TF"
"GadW","b3515","mdtE","b3513","+","RegulonDB_TF","TF"
"GadW","b3515","mdtF","b3514","+","RegulonDB_TF","TF"
"GadW","b3515","slp","b3506","-","RegulonDB_TF","TF"
"GadX","b3516","amtB","b0451","+","RegulonDB_TF","TF"
"GadX","b3516","asnB","b0674","+","RegulonDB_TF","TF"
"GadX","b3516","btuB","b3966","-","RegulonDB_TF","TF"
"GadX","b3516","cadA","b4131","+","RegulonDB_TF","TF"
"GadX","b3516","cadB","b4132","+","RegulonDB_TF","TF"
"GadX","b3516","dctR","b3507","+","RegulonDB_TF","TF"
"GadX","b3516","dtpA","b1634","-","RegulonDB_TF","TF"
"GadX","b3516","gadA","b3517","+","RegulonDB_TF","TF"
"GadX","b3516","gadB","b1493","+","RegulonDB_TF","TF"
"GadX","b3516","gadC","b1492","+","RegulonDB_TF","TF"
"GadX","b3516","gadE","b3512","+","RegulonDB_TF","TF"
"GadX","b3516","gadF","b4718","+","RegulonDB_TF","TF"
"GadX","b3516","gadX","b3516","+","RegulonDB_TF","TF"
"GadX","b3516","gadY","b4452","+","RegulonDB_TF","TF"
"GadX","b3516","glnK","b0450","+","RegulonDB_TF","TF"
"GadX","b3516","glsA","b0485","+","RegulonDB_TF","TF"
"GadX","b3516","hdeD","b3511","+","RegulonDB_TF","TF"
"GadX","b3516","hns","b1237","+","RegulonDB_TF","TF"
"GadX","b3516","lon","b0439","+","RegulonDB_TF","TF"
"GadX","b3516","mdtE","b3513","+","RegulonDB_TF","TF"
"GadX","b3516","mdtF","b3514","+","RegulonDB_TF","TF"
"GadX","b3516","murI","b3967","-","RegulonDB_TF","TF"
"GadX","b3516","rpoS","b2741","+","RegulonDB_TF","TF"
"GadX","b3516","slp","b3506","+","RegulonDB_TF","TF"
"GadX","b3516","speG","b1584","-","RegulonDB_TF","TF"
"GadX","b3516","uspE","b1333","+","RegulonDB_TF","TF"
"GadX","b3516","ybaT","b0486","+","RegulonDB_TF","TF"
"GadX","b3516","ydeM","b1497","-","RegulonDB_TF","TF"
"GadX","b3516","ydeN","b1498","-","RegulonDB_TF","TF"
"GadX","b3516","ynfB","b1583","-","RegulonDB_TF","TF"
"GalR","b2837","galP","b2943","-","RegulonDB_TF","TF"
"GalR","b2837","galR","b2837","-","RegulonDB_TF","TF"
"GalR","b2837","galS","b2151","-","RegulonDB_TF","TF"
"GalR","b2837","mglA","b2149","-","RegulonDB_TF","TF"
"GalR","b2837","mglB","b2150","-","RegulonDB_TF","TF"
"GalR","b2837","mglC","b2148","-","RegulonDB_TF","TF"
"GalS","b2151","galP","b2943","-","RegulonDB_TF","TF"
"GalS","b2151","galR","b2837","-","RegulonDB_TF","TF"
"GalS","b2151","galS","b2151","-","RegulonDB_TF","TF"
"GalS","b2151","mglA","b2149","-","RegulonDB_TF","TF"
"GalS","b2151","mglB","b2150","-","RegulonDB_TF","TF"
"GalS","b2151","mglC","b2148","-","RegulonDB_TF","TF"
"GatR","b4498","gatA","b2094","-","RegulonDB_TF","TF"
"GatR","b4498","gatB","b2093","-","RegulonDB_TF","TF"
"GatR","b4498","gatD","b2091","-","RegulonDB_TF","TF"
"GatR","b4498","gatY","b2096","-","RegulonDB_TF","TF"
"GatR","b4498","gatZ","b2095","-","RegulonDB_TF","TF"
"GcvA","b2808","gcvA","b2808","-","RegulonDB_TF","TF"
"GcvA","b2808","gcvB","b4443","+","RegulonDB_TF","TF"
"GlaR","b2664","gabD","b2661","-","RegulonDB_TF","TF"
"GlaR","b2664","gabP","b2663","-","RegulonDB_TF","TF"
"GlaR","b2664","gabT","b2662","-","RegulonDB_TF","TF"
"GlaR","b2664","glaH","b2659","-","RegulonDB_TF","TF"
"GlaR","b2664","lhgD","b2660","-","RegulonDB_TF","TF"
"GlcC","b2980","glcA","b2975","+","RegulonDB_TF","TF"
"GlcC","b2980","glcB","b2976","+","RegulonDB_TF","TF"
"GlcC","b2980","glcC","b2980","-","RegulonDB_TF","TF"
"GlcC","b2980","glcD","b2979","+","RegulonDB_TF","TF"
"GlcC","b2980","glcE","b4468","+","RegulonDB_TF","TF"
"GlcC","b2980","glcF","b4467","+","RegulonDB_TF","TF"
"GlcC","b2980","glcG","b2977","+","RegulonDB_TF","TF"
"GlpR","b3423","glpA","b2241","-","RegulonDB_TF","TF"
"GlpR","b3423","glpB","b2242","-","RegulonDB_TF","TF"
"GlpR","b3423","glpC","b2243","-","RegulonDB_TF","TF"
"GlpR","b3423","glpD","b3426","-","RegulonDB_TF","TF"
"GlpR","b3423","glpF","b3927","-","RegulonDB_TF","TF"
"GlpR","b3423","glpK","b3926","-","RegulonDB_TF","TF"
"GlpR","b3423","glpQ","b2239","-","RegulonDB_TF","TF"
"GlpR","b3423","glpT","b2240","-","RegulonDB_TF","TF"
"GlpR","b3423","glpX","b3925","-","RegulonDB_TF","TF"
"GlrR","b2554","glmY","b4441","+","RegulonDB_TF","TF"
"GlrR","b2554","rpoE","b2573","+","RegulonDB_TF","TF"
"GlrR","b2554","rseA","b2572","+","RegulonDB_TF","TF"
"GlrR","b2554","rseB","b2571","+","RegulonDB_TF","TF"
"GlrR","b2554","rseC","b2570","+","RegulonDB_TF","TF"
"GlrR","b2554","rseD","b4725","+","RegulonDB_TF","TF"
"GntR","b3438","eda","b1850","-","RegulonDB_TF","TF"
"GntR","b3438","edd","b1851","-","RegulonDB_TF","TF"
"GntR","b3438","gntK","b3437","-","RegulonDB_TF","TF"
"GntR","b3438","gntT","b3415","-","RegulonDB_TF","TF"
"GntR","b3438","gntU","b4476","-","RegulonDB_TF","TF"
"GntR","b3438","idnD","b4267","-","RegulonDB_TF","TF"
"GntR","b3438","idnK","b4268","-","RegulonDB_TF","TF"
"GntR","b3438","idnO","b4266","-","RegulonDB_TF","TF"
"GntR","b3438","idnR","b4264","-","RegulonDB_TF","TF"
"GntR","b3438","idnT","b4265","-","RegulonDB_TF","TF"
"GntR","b3438","nfuA","b3414","-","RegulonDB_TF","TF"
"GntR","b3438","yhgH","b3413","-","RegulonDB_TF","TF"
"GutM","b2706","gutM","b2706","+","RegulonDB_TF","TF"
"GutM","b2706","gutQ","b2708","+","RegulonDB_TF","TF"
"GutM","b2706","srlA","b2702","+","RegulonDB_TF","TF"
"GutM","b2706","srlB","b2704","+","RegulonDB_TF","TF"
"GutM","b2706","srlD","b2705","+","RegulonDB_TF","TF"
"GutM","b2706","srlE","b2703","+","RegulonDB_TF","TF"
"GutM","b2706","srlR","b2707","+","RegulonDB_TF","TF"
"H-NS","b1237","acrE","b3265","-","RegulonDB_TF","TF"
"H-NS","b1237","acrF","b3266","-","RegulonDB_TF","TF"
"H-NS","b1237","adeD","b3665","-","RegulonDB_TF","TF"
"H-NS","b1237","adiA","b4117","-","RegulonDB_TF","TF"
"H-NS","b1237","adiY","b4116","-","RegulonDB_TF","TF"
"H-NS","b1237","alaU","b3276","-","RegulonDB_TF","TF"
"H-NS","b1237","alaV","b0203","-","RegulonDB_TF","TF"
"H-NS","b1237","appY","b0564","-","RegulonDB_TF","TF"
"H-NS","b1237","asr","b1597","-","RegulonDB_TF","TF"
"H-NS","b1237","bglB","b3721","-","RegulonDB_TF","TF"
"H-NS","b1237","bglF","b3722","-","RegulonDB_TF","TF"
"H-NS","b1237","bglG","b3723","-","RegulonDB_TF","TF"
"H-NS","b1237","bglJ","b4366","-","RegulonDB_TF","TF"
"H-NS","b1237","bolA","b0435","-","RegulonDB_TF","TF"
"H-NS","b1237","cadA","b4131","-","RegulonDB_TF","TF"
"H-NS","b1237","cadB","b4132","-","RegulonDB_TF","TF"
"H-NS","b1237","cadC","b4133","-","RegulonDB_TF","TF"
"H-NS","b1237","caiA","b0039","-","RegulonDB_TF","TF"
"H-NS","b1237","caiB","b0038","-","RegulonDB_TF","TF"
"H-NS","b1237","caiC","b0037","-","RegulonDB_TF","TF"
"H-NS","b1237","caiD","b0036","-","RegulonDB_TF","TF"
"H-NS","b1237","caiE","b0035","-","RegulonDB_TF","TF"
"H-NS","b1237","caiF","b0034","-","RegulonDB_TF","TF"
"H-NS","b1237","caiT","b0040","-","RegulonDB_TF","TF"
"H-NS","b1237","cas1","b2755","-","RegulonDB_TF","TF"
"H-NS","b1237","cas2","b2754","-","RegulonDB_TF","TF"
"H-NS","b1237","casA","b2760","-","RegulonDB_TF","TF"
"H-NS","b1237","casB","b2759","-","RegulonDB_TF","TF"
"H-NS","b1237","casC","b2758","-","RegulonDB_TF","TF"
"H-NS","b1237","casD","b2757","-","RegulonDB_TF","TF"
"H-NS","b1237","casE","b2756","-","RegulonDB_TF","TF"
"H-NS","b1237","chiA","b3338","-","RegulonDB_TF","TF"
"H-NS","b1237","cmoM","b0921","+","RegulonDB_TF","TF"
"H-NS","b1237","csgD","b1040","-","RegulonDB_TF","TF"
"H-NS","b1237","csgE","b1039","-","RegulonDB_TF","TF"
"H-NS","b1237","csgF","b1038","-","RegulonDB_TF","TF"
"H-NS","b1237","csgG","b1037","-","RegulonDB_TF","TF"
"H-NS","b1237","csiE","b2535","+","RegulonDB_TF","TF"
"H-NS","b1237","cspA","b3556","-","RegulonDB_TF","TF"
"H-NS","b1237","cspD","b0880","+","RegulonDB_TF","TF"
"H-NS","b1237","cydA","b0733","-","RegulonDB_TF","TF"
"H-NS","b1237","cydB","b0734","-","RegulonDB_TF","TF"
"H-NS","b1237","cysA","b2422","-","RegulonDB_TF","TF"
"H-NS","b1237","cysG","b3368","-","RegulonDB_TF","TF"
"H-NS","b1237","cysM","b2421","-","RegulonDB_TF","TF"
"H-NS","b1237","cysP","b2425","-","RegulonDB_TF","TF"
"H-NS","b1237","cysU","b2424","-","RegulonDB_TF","TF"
"H-NS","b1237","cysW","b2423","-","RegulonDB_TF","TF"
"H-NS","b1237","dctR","b3507","-","RegulonDB_TF","TF"
"H-NS","b1237","degP","b0161","-","RegulonDB_TF","TF"
"H-NS","b1237","dps","b0812","-","RegulonDB_TF","TF"
"H-NS","b1237","entF","b0586","+","RegulonDB_TF","TF"
"H-NS","b1237","evgA","b2369","-","RegulonDB_TF","TF"
"H-NS","b1237","evgS","b2370","-","RegulonDB_TF","TF"
"H-NS","b1237","fau","b2912","-","RegulonDB_TF","TF"
"H-NS","b1237","fepE","b0587","+","RegulonDB_TF","TF"
"H-NS","b1237","fes","b0585","+","RegulonDB_TF","TF"
"H-NS","b1237","fimA","b4314","+","RegulonDB_TF","TF"
"H-NS","b1237","fimB","b4312","-","RegulonDB_TF","TF"
"H-NS","b1237","fimC","b4316","+","RegulonDB_TF","TF"
"H-NS","b1237","fimD","b4317","+","RegulonDB_TF","TF"
"H-NS","b1237","fimE","b4313","-","RegulonDB_TF","TF"
"H-NS","b1237","fimF","b4318","+","RegulonDB_TF","TF"
"H-NS","b1237","fimG","b4319","+","RegulonDB_TF","TF"
"H-NS","b1237","fimH","b4320","+","RegulonDB_TF","TF"
"H-NS","b1237","fimI","b4315","+","RegulonDB_TF","TF"
"H-NS","b1237","flhC","b1891","+","RegulonDB_TF","TF"
"H-NS","b1237","flhD","b1892","+","RegulonDB_TF","TF"
"H-NS","b1237","fliA","b1922","+","RegulonDB_TF","TF"
"H-NS","b1237","fliC","b1923","+","RegulonDB_TF","TF"
"H-NS","b1237","fliX","b4827","+","RegulonDB_TF","TF"
"H-NS","b1237","fliZ","b1921","+","RegulonDB_TF","TF"
"H-NS","b1237","ftnA","b1905","-","RegulonDB_TF","TF"
"H-NS","b1237","gabD","b2661","+","RegulonDB_TF","TF"
"H-NS","b1237","gabP","b2663","+","RegulonDB_TF","TF"
"H-NS","b1237","gabT","b2662","+","RegulonDB_TF","TF"
"H-NS","b1237","gadA","b3517","-","RegulonDB_TF","TF"
"H-NS","b1237","gadE","b3512","-","RegulonDB_TF","TF"
"H-NS","b1237","gadF","b4718","-","RegulonDB_TF","TF"
"H-NS","b1237","gadW","b3515","-","RegulonDB_TF","TF"
"H-NS","b1237","gadX","b3516","-","RegulonDB_TF","TF"
"H-NS","b1237","galE","b0759","-","RegulonDB_TF","TF"
"H-NS","b1237","galK","b0757","-","RegulonDB_TF","TF"
"H-NS","b1237","galM","b0756","-","RegulonDB_TF","TF"
"H-NS","b1237","galT","b0758","-","RegulonDB_TF","TF"
"H-NS","b1237","garK","b3124","-","RegulonDB_TF","TF"
"H-NS","b1237","garL","b3126","-","RegulonDB_TF","TF"
"H-NS","b1237","garP","b3127","-","RegulonDB_TF","TF"
"H-NS","b1237","garR","b3125","-","RegulonDB_TF","TF"
"H-NS","b1237","glaH","b2659","+","RegulonDB_TF","TF"
"H-NS","b1237","gltT","b3969","-","RegulonDB_TF","TF"
"H-NS","b1237","gltU","b3757","-","RegulonDB_TF","TF"
"H-NS","b1237","gltW","b2590","-","RegulonDB_TF","TF"
"H-NS","b1237","gspA","b3323","-","RegulonDB_TF","TF"
"H-NS","b1237","gspB","b3322","-","RegulonDB_TF","TF"
"H-NS","b1237","gspC","b3324","-","RegulonDB_TF","TF"
"H-NS","b1237","gspD","b3325","-","RegulonDB_TF","TF"
"H-NS","b1237","gspE","b3326","-","RegulonDB_TF","TF"
"H-NS","b1237","gspF","b3327","-","RegulonDB_TF","TF"
"H-NS","b1237","gspG","b3328","-","RegulonDB_TF","TF"
"H-NS","b1237","gspH","b3329","-","RegulonDB_TF","TF"
"H-NS","b1237","gspI","b3330","-","RegulonDB_TF","TF"
"H-NS","b1237","gspJ","b3331","-","RegulonDB_TF","TF"
"H-NS","b1237","gspK","b3332","-","RegulonDB_TF","TF"
"H-NS","b1237","gspL","b3333","-","RegulonDB_TF","TF"
"H-NS","b1237","gspM","b3334","-","RegulonDB_TF","TF"
"H-NS","b1237","gspO","b3335","-","RegulonDB_TF","TF"
"H-NS","b1237","gutM","b2706","+","RegulonDB_TF","TF"
"H-NS","b1237","gutQ","b2708","+","RegulonDB_TF","TF"
"H-NS","b1237","hchA","b1967","-","RegulonDB_TF","TF"
"H-NS","b1237","hdeA","b3510","-","RegulonDB_TF","TF"
"H-NS","b1237","hdeB","b3509","-","RegulonDB_TF","TF"
"H-NS","b1237","hdeD","b3511","-","RegulonDB_TF","TF"
"H-NS","b1237","hdfR","b4480","-","RegulonDB_TF","TF"
"H-NS","b1237","hisJ","b2309","+","RegulonDB_TF","TF"
"H-NS","b1237","hisM","b2307","+","RegulonDB_TF","TF"
"H-NS","b1237","hisP","b2306","+","RegulonDB_TF","TF"
"H-NS","b1237","hisQ","b2308","+","RegulonDB_TF","TF"
"H-NS","b1237","hns","b1237","-","RegulonDB_TF","TF"
"H-NS","b1237","ileU","b3277","-","RegulonDB_TF","TF"
"H-NS","b1237","ileV","b0202","-","RegulonDB_TF","TF"
"H-NS","b1237","ilvH","b0078","-","RegulonDB_TF","TF"
"H-NS","b1237","ilvI","b0077","-","RegulonDB_TF","TF"
"H-NS","b1237","lacA","b0342","-","RegulonDB_TF","TF"
"H-NS","b1237","lacY","b0343","-","RegulonDB_TF","TF"
"H-NS","b1237","lacZ","b0344","-","RegulonDB_TF","TF"
"H-NS","b1237","leuO","b0076","-","RegulonDB_TF","TF"
"H-NS","b1237","lhgD","b2660","+","RegulonDB_TF","TF"
"H-NS","b1237","lrp","b0889","-","RegulonDB_TF","TF"
"H-NS","b1237","malE","b4034","+","RegulonDB_TF","TF"
"H-NS","b1237","malF","b4033","+","RegulonDB_TF","TF"
"H-NS","b1237","malG","b4032","+","RegulonDB_TF","TF"
"H-NS","b1237","malH","b4807","+","RegulonDB_TF","TF"
"H-NS","b1237","mazE","b2783","+","RegulonDB_TF","TF"
"H-NS","b1237","mazF","b2782","+","RegulonDB_TF","TF"
"H-NS","b1237","mdtE","b3513","-","RegulonDB_TF","TF"
"H-NS","b1237","mdtF","b3514","-","RegulonDB_TF","TF"
"H-NS","b1237","mdtI","b1599","-","RegulonDB_TF","TF"
"H-NS","b1237","mdtJ","b1600","-","RegulonDB_TF","TF"
"H-NS","b1237","mdtU","b4777","-","RegulonDB_TF","TF"
"H-NS","b1237","micF","b4439","-","RegulonDB_TF","TF"
"H-NS","b1237","mukB","b0924","+","RegulonDB_TF","TF"
"H-NS","b1237","mukE","b0923","+","RegulonDB_TF","TF"
"H-NS","b1237","mukF","b0922","+","RegulonDB_TF","TF"
"H-NS","b1237","nhaA","b0019","-","RegulonDB_TF","TF"
"H-NS","b1237","nhaR","b0020","-","RegulonDB_TF","TF"
"H-NS","b1237","nirB","b3365","-","RegulonDB_TF","TF"
"H-NS","b1237","nirC","b3367","-","RegulonDB_TF","TF"
"H-NS","b1237","nirD","b3366","-","RegulonDB_TF","TF"
"H-NS","b1237","nrdA","b2234","-","RegulonDB_TF","TF"
"H-NS","b1237","nrdB","b2235","-","RegulonDB_TF","TF"
"H-NS","b1237","nrdD","b4238","-","RegulonDB_TF","TF"
"H-NS","b1237","nrdG","b4237","-","RegulonDB_TF","TF"
"H-NS","b1237","osmC","b1482","-","RegulonDB_TF","TF"
"H-NS","b1237","proV","b2677","-","RegulonDB_TF","TF"
"H-NS","b1237","proW","b2678","-","RegulonDB_TF","TF"
"H-NS","b1237","proX","b2679","-","RegulonDB_TF","TF"
"H-NS","b1237","rcsA","b1951","-","RegulonDB_TF","TF"
"H-NS","b1237","rcsB","b2217","-","RegulonDB_TF","TF"
"H-NS","b1237","rcsD","b2216","-","RegulonDB_TF","TF"
"H-NS","b1237","relA","b2784","+","RegulonDB_TF","TF"
"H-NS","b1237","rnpB","b3123","-","RegulonDB_TF","TF"
"H-NS","b1237","rrfB","b3971","-","RegulonDB_TF","TF"
"H-NS","b1237","rrfC","b3759","-","RegulonDB_TF","TF"
"H-NS","b1237","rrfD","b3274","-","RegulonDB_TF","TF"
"H-NS","b1237","rrfF","b3272","-","RegulonDB_TF","TF"
"H-NS","b1237","rrfG","b2588","-","RegulonDB_TF","TF"
"H-NS","b1237","rrfH","b0205","-","RegulonDB_TF","TF"
"H-NS","b1237","rrlB","b3970","-","RegulonDB_TF","TF"
"H-NS","b1237","rrlC","b3758","-","RegulonDB_TF","TF"
"H-NS","b1237","rrlD","b3275","-","RegulonDB_TF","TF"
"H-NS","b1237","rrlG","b2589","-","RegulonDB_TF","TF"
"H-NS","b1237","rrlH","b0204","-","RegulonDB_TF","TF"
"H-NS","b1237","rrsB","b3968","-","RegulonDB_TF","TF"
"H-NS","b1237","rrsC","b3756","-","RegulonDB_TF","TF"
"H-NS","b1237","rrsD","b3278","-","RegulonDB_TF","TF"
"H-NS","b1237","rrsG","b2591","-","RegulonDB_TF","TF"
"H-NS","b1237","rrsH","b0201","-","RegulonDB_TF","TF"
"H-NS","b1237","slp","b3506","-","RegulonDB_TF","TF"
"H-NS","b1237","srlA","b2702","+","RegulonDB_TF","TF"
"H-NS","b1237","srlB","b2704","+","RegulonDB_TF","TF"
"H-NS","b1237","srlD","b2705","+","RegulonDB_TF","TF"
"H-NS","b1237","srlE","b2703","+","RegulonDB_TF","TF"
"H-NS","b1237","srlR","b2707","+","RegulonDB_TF","TF"
"H-NS","b1237","ssrS","b2911","-","RegulonDB_TF","TF"
"H-NS","b1237","stpA","b2669","-","RegulonDB_TF","TF"
"H-NS","b1237","tcyJ","b1920","+","RegulonDB_TF","TF"
"H-NS","b1237","thrV","b3273","-","RegulonDB_TF","TF"
"H-NS","b1237","ybdZ","b4511","+","RegulonDB_TF","TF"
"H-NS","b1237","yciE","b1257","-","RegulonDB_TF","TF"
"H-NS","b1237","yciF","b1258","-","RegulonDB_TF","TF"
"H-NS","b1237","yciG","b1259","-","RegulonDB_TF","TF"
"H-NS","b1237","ydeO","b1499","-","RegulonDB_TF","TF"
"H-NS","b1237","ydeP","b1501","-","RegulonDB_TF","TF"
"H-NS","b1237","yfaE","b2236","-","RegulonDB_TF","TF"
"H-NS","b1237","yhiD","b3508","-","RegulonDB_TF","TF"
"H-NS","b1237","yhiM","b3491","-","RegulonDB_TF","TF"
"H-NS","b1237","yjjP","b4364","-","RegulonDB_TF","TF"
"H-NS","b1237","yjjQ","b4365","-","RegulonDB_TF","TF"
"HU","b0440,b4000","galE","b0759","-","RegulonDB_TF","TF"
"HU","b0440,b4000","galK","b0757","-","RegulonDB_TF","TF"
"HU","b0440,b4000","galM","b0756","-","RegulonDB_TF","TF"
"HU","b0440,b4000","galT","b0758","-","RegulonDB_TF","TF"
"HU","b0440,b4000","micF","b4439","+","RegulonDB_TF","TF"
"HU","b0440,b4000","mtr","b3161","-","RegulonDB_TF","TF"
"HU","b0440,b4000","pgm","b0688","-","RegulonDB_TF","TF"
"HU","b0440,b4000","seqA","b0687","-","RegulonDB_TF","TF"
"HU","b0440,b4000","tyrP","b1907","-","RegulonDB_TF","TF"
"HcaR","b2537","hcaB","b2541","+","RegulonDB_TF","TF"
"HcaR","b2537","hcaC","b2540","+","RegulonDB_TF","TF"
"HcaR","b2537","hcaD","b2542","+","RegulonDB_TF","TF"
"HcaR","b2537","hcaE","b2538","+","RegulonDB_TF","TF"
"HcaR","b2537","hcaF","b2539","+","RegulonDB_TF","TF"
"HcaR","b2537","hcaR","b2537","-","RegulonDB_TF","TF"
"HdfR","b4480","flhC","b1891","-","RegulonDB_TF","TF"
"HdfR","b4480","flhD","b1892","-","RegulonDB_TF","TF"
"HdfR","b4480","gltB","b3212","+","RegulonDB_TF","TF"
"HdfR","b4480","gltD","b3213","+","RegulonDB_TF","TF"
"HdfR","b4480","gltF","b3214","+","RegulonDB_TF","TF"
"HicB","b1438","hicA","b4532","-","RegulonDB_TF","TF"
"HicB","b1438","hicB","b1438","-","RegulonDB_TF","TF"
"HigA","b3082","higA","b3082","-","RegulonDB_TF","TF"
"HigA","b3082","higB","b3083","-","RegulonDB_TF","TF"
"HigBA","b3082,b3083","higA","b3082","-","RegulonDB_TF","TF"
"HigBA","b3082,b3083","higB","b3083","-","RegulonDB_TF","TF"
"HipAB","b1507,b1508","hipA","b1507","-","RegulonDB_TF","TF"
"HipAB","b1507,b1508","hipB","b1508","-","RegulonDB_TF","TF"
"HipAB","b1507,b1508","mazE","b2783","-","RegulonDB_TF","TF"
"HipAB","b1507,b1508","mazF","b2782","-","RegulonDB_TF","TF"
"HipAB","b1507,b1508","relA","b2784","-","RegulonDB_TF","TF"
"HipB","b1508","fadH","b3081","-","RegulonDB_TF","TF"
"HipB","b1508","hipA","b1507","-","RegulonDB_TF","TF"
"HipB","b1508","hipB","b1508","-","RegulonDB_TF","TF"
"HipB","b1508","mazE","b2783","-","RegulonDB_TF","TF"
"HipB","b1508","mazF","b2782","-","RegulonDB_TF","TF"
"HipB","b1508","relA","b2784","-","RegulonDB_TF","TF"
