# Copies and Copyright-Notice
#
#      RegulonDB is free for academic/noncommercial use
#
#      User is not entitled to change or erase data sets of the RegulonDB
#      database or to eliminate copyright notices from RegulonDB. Furthermore,
#      User is not entitled to expand RegulonDB or to integrate RegulonDB partly
#      or as a whole into other databank systems, without prior written consent
#      from CCG-UNAM.
#
#      Please check the license at http://regulondb.ccg.unam.mx/menu/download/full_version/terms_and_conditions.jsp
#
# Citation
#
#      Santos-Zavaleta A et al. (2019). RegulonDB v 10.5: tackling challenges to unify classic and high throughput knowledge of gene regulation in E. coli K-12.,
#      Nucleic Acids Res. 2019 Jan 8;47(D1):D212-D220. doi: 10.1093/nar/gky1077.
#
#
# Contact
#
#      Person: RegulonDB Team
#      Web Page: http://regulondb.ccg.unam.mx/menu/about_regulondb/contact_us/index.jsp
#          (regulondb@ccg.unam.mx)
#
#
# Release: 10.9 Date: 06/29/2021
# ___________________________________________________________________________
#
# Columns:
#  (1) Transcription Factor (TF) name
#  (2) TUName (regulated)
#  (3) Regulatory effect of the TF on the regulated gene (+ activator, - repressor, +- dual, ? unknown)
#  (4) Evidence that supports the existence of the regulatory interaction
#  (5) Evidence Type [Weak, Strong, Confirmed] For details see: http://regulondb.ccg.unam.mx/evidenceclassification
#
AccB	accBC[accBp]	-	[null]	null	
AlsR	alsRBACE[alsRp1]	-	[]	null	
AlsR	rpiB[rpiBp]	-	[]	null	
AppY	appCBA-yccB[appCp]	+	[]	null	
AppY	appCBA-yccB[appCp2]	+	[]	null	
AppY	hyaABCDEF[hyaAp]	+	[]	null	
AppY	hyaABCDEF[hyaAp2]	+	[]	null	
AraC	araBAD[araBp]	+	[]	null	
AraC	araC[araCp]	+	[]	null	
AraC	araE[araEp]	+	[]	null	
AraC	araE-ygeA[araEp]	+	[]	null	
AraC	araFGH[araFp]	+	[]	null	
AraC	araFGH[araFp3]	+	[]	null	
AraC	araJ[araJp]	+	[]	null	
AraC	xylAB[xylAp]	-	[]	null	
AraC	ydeNM[ydeNp]	-	[]	null	
ArcA	aceBAK[aceBp]	-	[]	null	
ArcA	aceEF[aceEp]	-	[]	null	
ArcA	aceEF[aceEp2]	-	[]	null	
ArcA	ackA[ackAp]	+	[]	null	
ArcA	acnA[acnAp2]	-	[]	null	
ArcA	acnB[acnBp]	-	[EME]	null	
ArcA	aldA[aldAp]	-	[EME]	null	
ArcA	appCBA-yccB[appCp]	+	[]	null	
ArcA	appCBA-yccB[appCp2]	+	[]	null	
ArcA	appY[appYp2]	+	[]	null	
ArcA	arcZ[arcZp]	-	[]	null	
ArcA	betIBA[betIp]	-	[]	null	
ArcA	betT[betTp]	-	[]	null	
ArcA	cadBA[cadBp]	-	[]	null	
ArcA	caiTABCDE[caiTp]	+	[]	null	
ArcA	citCDEFXG[citCp1]	-	[]	null	
ArcA	cydAB[cydAp3]	+	[]	null	
ArcA	cydAB[cydAp4]	+	[]	null	
ArcA	cydAB[cydAp1]	+	[]	null	
ArcA	cydAB[cydAp2]	+	[]	null	
ArcA	cydDC[cydDp]	+	[]	null	
ArcA	cyoABCDE[cyoAp]	-	[EME]	null	
ArcA	dctA[dctAp]	-	[]	null	
ArcA	dcuC[dcuCp]	+	[]	null	
ArcA	dpiBA[dpiBp]	+	[AIBSCS]	Weak	
ArcA	fadBA[fadBp]	-	[]	null	
ArcA	fadD-sroD[fadDp]	-	[EME]	null	
ArcA	fadE[fadEp]	-	[EME]	null	
ArcA	fadH[fadHp]	-	[EME]	null	
ArcA	fadIJ[fadIp]	-	[]	null	
ArcA	fadL[fadLp]	-	[]	null	
ArcA	fnr[fnrp]	-	[]	null	
ArcA	focA-pflB[focAp1]	+	[EME]	null	
ArcA	focA-pflB[focAp2]	+	[]	null	
ArcA	fumA[fumAp]	-	[]	null	
ArcA	fumAC[fumAp]	-	[]	null	
ArcA	fumB[fumBp]	+	[]	null	
ArcA	fumC[fumCp]	-	[]	null	
ArcA	gadAX[gadAp]	+	[]	null	
ArcA	gadAX[gadAp2]	+	[]	null	
ArcA	gadE[gadEp1]	+	[]	null	
ArcA	gadE[gadEp3]	+	[]	null	
ArcA	gatYZABCD[gatYp]	-	[]	null	
ArcA	glcDEFGBA[glcDp]	-	[]	null	
ArcA	glpABC[glpABCp]	-	[]	null	
ArcA	glpD[glpDp]	-	[]	null	
ArcA	gltA[gltAp1]	-	[EME]	null	
ArcA	grcA[grcAp1]	+	[]	null	
ArcA	hemA-prfA-prmC[hemAp1]	+	[]	null	
ArcA	hyaABCDEF[hyaAp]	+	[]	null	
ArcA	hyaABCDEF[hyaAp2]	+	[]	null	
ArcA	hybOABCDEFG[hybOp1]	-	[]	null	
ArcA	icd[icdAp1]	-	[EME]	null	
ArcA	iraM[iraMp]	+	[]	null	
ArcA	lldPRD[lldPp]	-	[]	null	
ArcA	lpdA[lpdAp]	-	[EME]	null	
ArcA	mdh[mdhp1]	-	[]	null	
ArcA	moeAB[moeAp]	+	[]	null	
ArcA	ndh[ndhp]	-	[]	null	
ArcA	nuoABCEFGHIJKLMN[nuoAp2]	-	[]	null	
ArcA	ompW[ompWp]	-	[]	null	
ArcA	oppABCDF[oppAp]	-	[]	null	
ArcA	ptsG[ptsGp1]	-	[]	null	
ArcA	puuAP[puuAp]	-	[]	null	
ArcA	puuDRCBE[puuDp]	-	[AIBSCS]	Weak	
ArcA	rhaT[rhaTp]	-	[]	null	
ArcA	rmf[rmfp]	-	[]	null	
ArcA	rpoS[rpoSp]	-	[]	null	
ArcA	rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ[rpsJp]	-	[]	null	
ArcA	rsd[rsdp2]	-	[]	null	
ArcA	rutABCDEFG[rutAp]	+	[]	null	
ArcA	sdhCDAB-sucABCD-sdhX[sdhCp]	+	[]	null	
ArcA	sodA[sodAp]	-	[]	null	
ArcA	ssb[ssbp2]	-	[]	null	
ArcA	ssb[ssbp1]	-	[]	null	
ArcA	ssb[ssbp3]	-	[]	null	
ArcA	sucAB[sucAp]	-	[]	null	
ArcA	sucABCD[sucAp]	-	[]	null	
ArcA	tpx[tpxp]	-	[]	null	
ArcA	treBC[treBp]	+	[]	null	
ArcA	ubiCA[ubiCp]	-	[]	null	
ArcA	uvrA[uvrAp]	-	[]	null	
ArcA	xylR[xylRp]	+	[]	null	
ArcA	ybdN[ybdNp]	+	[]	null	
ArcA	ydeA[ydeAp]	-	[]	null	
ArgP	argO[argOp]	+	[]	null	
ArgP	argP[argPp]	-	[]	null	
ArgP	dapB[dapBp1]	+	[]	null	
ArgP	dapD[dapDp]	+	[]	null	
ArgP	dnaAN-recF[dnaAp1]	+	[]	null	
ArgP	gdhA[gdhAp1]	+	[]	null	
ArgP	lysA[lysAp]	+	[]	null	
ArgP	lysC[lysCp1]	+	[]	null	
ArgP	lysP[lysPp]	+	[]	null	
ArgP	nrdAB-yfaE[nrdAp]	+	[]	null	
ArgR	argA[argAp]	-	[EME]	null	
ArgR	argCBH[argCp]	-	[EME]	null	
ArgR	argD[argDp]	-	[EME]	null	
ArgR	argE[argEp1]	-	[EME]	null	
ArgR	argF[argFp]	-	[EME]	null	
ArgR	argG[argGp]	-	[]	null	
ArgR	argI[argIp]	-	[EME]	null	
ArgR	argR[argRp1]	-	[EME]	null	
ArgR	artJ[artJp]	-	[EME]	null	
ArgR	artPIQM[artPp]	-	[EME]	null	
ArgR	astCADBE[astCp2]	+	[EME]	null	
ArgR	carAB[carAp2]	-	[EME]	null	
ArgR	gltBDF[gltBp]	-	[]	null	
ArgR	gltBDF[gltBp2]	-	[]	null	
ArgR	hisJQMP[hisJp]	-	[EME]	null	
ArgR	lysO[lysOp]	-	[EME]	null	
ArgR	metY[metYp2]	-	[]	null	
ArgR	metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp[metYp2]	-	[]	null	
ArsR	arsRBC[arsRp]	-	[]	null	
AscG	ascFB[ascFp]	-	[]	null	
AscG	fecABCDE[fecAp]	?	[]	null	
AscG	htpG[htpGp1]	-	[]	null	
AscG	prpR[prpRp]	-	[]	null	
AscG	ybiT[ybiTp]	-	[]	null	
AsnC	asnA[asnAp]	+	[]	null	
AsnC	asnC[asnCp]	-	[]	null	
AsnC	asnC-mioC[asnCp]	-	[]	null	
AsnC	asnC-mioC-mnmG[asnCp]	-	[]	null	
AtoC	atoDAEB[atoDp]	+	[]	null	
BaeR	acrD[acrDp2]	+	[]	null	
BaeR	mdtABCD-baeSR[mdtAp]	+	[]	null	
BaeR	spy[spyp]	+	[]	null	
BasR	csgDEFG[csgDp1]	+	[]	null	
BasR	csgDEFG[csgDp3]	+	[]	null	
BasR	cspI[cspIp]	+	[]	null	
BasR	dgkA[dgkAp1]	+	[]	null	
BasR	fimB[fimBp2]	+	[]	null	
BasR	putA[putAp]	-	[]	null	
BasR	qseBC[qseBp2]	+	[]	null	
BasR	tomB-hha[tomBp1]	+	[]	null	
BasR	yrbL[yrbLp]	-	[]	null	
BetI	betIBA[betIp]	-	[]	null	
BetI	betT[betTp]	-	[]	null	
BirA	bioA[bioAp]	-	[]	null	
BirA	bioBFCD[bioBp]	-	[]	null	
BluR	ycgZ-ymgA-ariR-ymgC[ycgZp]	-	[]	null	
BluR	ycgZ-ymgA-ariR-ymgC[ycgZp2]	-	[]	null	
BolA	ampC[ampCp]	+	[]	null	
BolA	csgA[csgAp]	+	[]	null	
BolA	csgDEFG[csgDp3]	+	[]	null	
BolA	dacC[dacCp]	+	[]	null	
BolA	mreB[mreBp1]	-	[]	null	
BolA	mreBCD[mreBp1]	-	[]	null	
BtsR	btsT[yjiYp]	+	[]	null	
BtsR	csgBAC[csgBp]	-	[]	null	
BtsR	csgBAC[csgBp2]	-	[]	null	
BtsR	csgDEFG[csgDp1]	-	[]	null	
BtsR	csgDEFG[csgDp3]	-	[]	null	
BtsR	mdh[mdhp1]	-	[]	null	
BtsR	pdhR-aceEF-lpdA[pdhRp]	-	[]	null	
BtsR	pdhR-aceEF-lpdA[pdhRp2]	-	[]	null	
BtsR	yobF-cspC[yobFp1]	-	[]	null	
CRP	aaeR[aaeRp]	-	[APIORCISFBSCS, GEA]	Weak	
CRP	aaeXAB[aaeXp]	+	[]	null	
CRP	aceBAK[aceBp]	-	[]	null	
CRP	acnA[acnAp2]	+	[]	null	
CRP	acnB[acnBp]	+	[]	null	
CRP	acs-yjcHG[acsp2]	+	[]	null	
CRP	acs-yjcHG[acsp]	+	[]	null	
CRP	aer[aerp]	+	[]	null	
CRP	agp[agpp]	+	[]	null	
CRP	aldA[aldAp]	+	[]	null	
CRP	aldB[aldBp]	+	[]	null	
CRP	ampDE[ampD]	-	[APIORCISFBSCS, GEA]	Weak	
CRP	ansB[ansBp2]	+	[]	null	
CRP	araBAD[araBp]	+	[]	null	
CRP	araC[araCp]	+	[]	null	
CRP	araE[araEp]	+	[]	null	
CRP	araE-ygeA[araEp]	+	[]	null	
CRP	araFGH[araFp]	+	[]	null	
CRP	araFGH[araFp3]	+	[]	null	
CRP	araJ[araJp]	+	[]	null	
CRP	argG[argGp]	+	[]	null	
CRP	ascFB[ascFp]	+	[]	null	
CRP	aspA[aspAp]	+	[]	null	
CRP	aspA-dcuA[aspAp]	+	[]	null	
CRP	azuC[azuCp]	-	[]	null	
CRP	bglG[bglGp]	+	[]	null	
CRP	bglG[bglGp2]	+	[AIBSCS, BPP, GEA, SM]	Strong	
CRP	bglGFB[bglGp]	+	[]	null	
CRP	btsT[yjiYp]	+	[]	null	
CRP	caiF[caiFp]	+	[]	null	
CRP	caiTABCDE[caiTp]	+	[]	null	
CRP	cas3[cas3p]	+	[]	null	
CRP	casABCDE12[casAp]	-	[]	null	
CRP	cdd[cddp]	+	[]	null	
CRP	chbBCARFG[chbBp]	+	[]	null	
CRP	chiP-ybfN[chiPp]	+	[]	null	
CRP	cirA[cirAp2]	+	[]	null	
CRP	cirA[cirAp1]	+	[]	null	
CRP	citCDEFXG[citCp2]	-	[AIBSCS]	Weak	
CRP	cpdB[cpdBp]	+	[]	null	
CRP	crp[crpp1]	+	[]	null	
CRP	csgDEFG[csgDp1]	+	[]	null	
CRP	csgDEFG[csgDp3]	+	[]	null	
CRP	csiD-ygaF-gabDTP[csiDp]	+	[]	null	
CRP	csiE[csiEp]	+	[]	null	
CRP	csiE[csiEp2]	+	[]	null	
CRP	cspD[cspDp]	+	[]	null	
CRP	cspE[cspEp2]	+	[]	null	
CRP	csrC[csrCp]	-	[]	null	
CRP	cstA[cstAp1]	+	[]	null	
CRP	cyaA[cyaAp]	-	[]	null	
CRP	cyaR[cyaRp]	+	[]	null	
CRP	cyaR[cyaRp2]	+	[]	null	
CRP	cyaR[cyaRp3]	+	[]	null	
CRP	cyoABCDE[cyoAp]	+	[]	null	
CRP	cytR[cytRp]	+	[]	null	
CRP	dadAX[dadAp2]	+	[]	null	
CRP	dadAX[dadAp1]	+	[]	null	
CRP	dadAX[dadAp3]	+	[APIORCISFBSCS, BPP, GEA]	Strong	
CRP	dctA[dctAp]	+	[]	null	
CRP	dcuB-fumB[dcuBp]	+	[]	null	
CRP	dcuR[dcuRp]	+	[]	null	
CRP	deoCABD[deoCp2]	+	[]	null	
CRP	dgoRKADT[dgoRp]	+	[]	null	
CRP	dpiBA[dpiBp]	-	[]	null	
CRP	dsdA[dsdAp]	+	[]	null	
CRP	dsdXA[dsdXp]	+	[]	null	
CRP	dusB-fis[dusBp]	+	[]	null	
CRP	ebgAC[ebgAp]	+	[]	null	
CRP	entCEBA-ybdB[entCp]	+	[]	null	
CRP	epd-pgk[epdp]	+	[]	null	
CRP	epd-pgk[epdp2]	+	[]	null	
CRP	epd-pgk-fbaA[epdp]	+	[]	null	
CRP	epd-pgk-fbaA[epdp2]	+	[]	null	
CRP	exuR[exuRp2]	-	[]	null	
CRP	exuT[exuTp2]	+	[]	null	
CRP	fadD-sroD[fadDp]	+	[]	null	
CRP	fadH[fadHp]	+	[]	null	
CRP	fadL[fadLp]	+	[]	null	
CRP	feaB[feaBp1]	+	[APIORCISFBSCS, GEA]	Weak	
CRP	feaR[feaRp2]	+	[]	null	
CRP	fecABCDE[fecAp]	+	[]	null	
CRP	fepA-entD[fepAp]	+	[]	null	
CRP	fiu[fiup]	+	[]	null	
CRP	fixABCX[fixAp]	+	[]	null	
CRP	flhDC[flhDp]	+	[]	null	
CRP	focA-pflB[focAp1]	+	[]	null	
CRP	fucAO[fucAp]	+	[]	null	
CRP	fucPIKUR[fucPp]	+	[]	null	
CRP	fumA[fumAp]	+	[]	null	
CRP	fumAC[fumAp]	+	[]	null	
CRP	fumC[fumCp]	+	[]	null	
CRP	fur[furpb]	+	[]	null	
CRP	fur[furpa]	+	[]	null	
CRP	gadAX[gadAp]	-	[]	null	
CRP	gadAX[gadAp2]	-	[]	null	
CRP	gadBC[gadBp]	-	[]	null	
CRP	gadBC[gadBp2]	-	[]	null	
CRP	gadEF-mdtEF[gadEp]	-	[]	null	
CRP	galE[galEp1]	+	[]	null	
CRP	galE[galEp2]	-	[]	null	
CRP	galE[galEp]	+	[]	null	
CRP	galET[galEp1]	+	[]	null	
CRP	galET[galEp2]	-	[]	null	
CRP	galET[galEp]	+	[]	null	
CRP	galETK[galEp1]	+	[]	null	
CRP	galETK[galEp2]	-	[]	null	
CRP	galETK[galEp]	+	[]	null	
CRP	galETKM[galEp1]	+	[]	null	
CRP	galETKM[galEp2]	-	[]	null	
CRP	galETKM[galEp]	+	[]	null	
CRP	galP[galPp]	+	[]	null	
CRP	galS[galSp]	+	[]	null	
CRP	gapA[gapAp3]	+	[]	null	
CRP	gatYZABCD[gatYp]	+	[]	null	
CRP	gcd[gcdp1]	-	[]	null	
CRP	gcvTHP[gcvTp]	+	[]	null	
CRP	gdhA[gdhAp1]	-	[]	null	
CRP	glcC[glcCp]	+	[]	null	
CRP	glgCAP[glgCp1]	+	[]	null	
CRP	glgS[glgSp1]	+	[]	null	
CRP	glnA[glnAp1]	+	[]	null	
CRP	glnA[glnAp2]	-	[]	null	
CRP	glnALG[glnAp1]	+	[]	null	
CRP	glnALG[glnAp2]	-	[]	null	
CRP	glpABC[glpABCp]	+	[]	null	
CRP	glpD[glpDp]	+	[]	null	
CRP	glpEGR[glpEp]	+	[]	null	
CRP	glpFKX[glpFp]	+	[]	null	
CRP	glpTQ[glpTQp]	+	[]	null	
CRP	gltA[gltAp1]	+	[]	null	
CRP	gltBDF[gltBp]	-	[]	null	
CRP	gltBDF[gltBp2]	-	[]	null	
CRP	gntK[gntKp]	+	[]	null	
CRP	gntKU[gntKp]	+	[]	null	
CRP	gntP[gntPp]	+	[]	null	
CRP	gntT[gntTp3]	+	[]	null	
CRP	gntT[gntTp2]	+	[]	null	
CRP	gntT[gntTp1]	+	[]	null	
CRP	gntXY[gntXp]	+	[]	null	
CRP	grcA[grcAp1]	+	[]	null	
CRP	grpE[grpEp]	+	[]	null	
CRP	guaBA[guaBp]	+	[]	null	
CRP	gyrA[gyrAp]	+	[]	null	
CRP	hfq-hflXKC[hfqp3]	-	[]	null	
CRP	hicAB[hicAp1]	+	[]	null	
CRP	hlyE[hlyEp]	+	[]	null	
CRP	hofMNOP[hofMp]	+	[]	null	
CRP	hpt[hptp]	+	[]	null	
CRP	hupA[hupAp]	+	[]	null	
CRP	hupB[hupBp3]	+	[]	null	
CRP	hyfABCDEFGHIJR-focB[hyfAp]	+	[]	null	
CRP	idnDOTR[idnDp]	+	[]	null	
CRP	idnK[idnKp]	+	[]	null	
CRP	ivbL[ivbLp]	+	[]	null	
CRP	ivbL-ilvBN[ivbLp]	+	[]	null	
CRP	kbaZ-agaVWA[kbaZp]	+	[]	null	
CRP	lacZYA[lacZp3]	-	[]	null	
CRP	lacZYA[lacZp2]	-	[]	null	
CRP	lacZYA[lacZp1]	+	[]	null	
CRP	ldtB[ldtBp]	+	[]	null	
CRP	lgoR[lgoRp4]	+	[]	null	
CRP	lpdA[lpdAp]	-	[]	null	
CRP	lsrACDBFG-tam[lsrAp]	+	[]	null	
CRP	lsrRK[lsrRp]	+	[BPP, GEA, SM]	Strong	
CRP	malEFG[malEp]	+	[]	null	
CRP	malI[malIp]	+	[AIBSCS, BPP, GEA, SM]	Strong	
CRP	malK-lamB-malM[malKp]	+	[]	null	
CRP	malS[malSp]	+	[]	null	
CRP	malT[malTp]	+	[]	null	
CRP	malXY[malXp]	+	[]	null	
CRP	manA[manAp]	+	[APIORCISFBSCS]	Weak	
CRP	manXYZ[manXp]	+	[]	null	
CRP	marRAB[marRp]	+	[]	null	
CRP	mcaS[mcaSp]	+	[]	null	
CRP	mdh[mdhp1]	+	[]	null	
CRP	melAB[melAp]	+	[]	null	
CRP	melR[melRp]	+	[]	null	
CRP	metK[metKp]	-	[]	null	
CRP	metK[metKp2]	-	[]	null	
CRP	metY[metYp2]	-	[]	null	
CRP	metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp[metYp2]	-	[]	null	
CRP	mglBAC[mglBp]	+	[]	null	
CRP	mglBAC[mglBp2]	+	[]	null	
CRP	mhpABCDFE[mhpAp]	+	[]	null	
CRP	mhpR-lacI[mhpRp1]	+	[]	null	
CRP	mlc[mlcp1]	-	[]	null	
CRP	mlc-ynfK[mlcp2]	+	[]	null	
CRP	mlc-ynfK[mlcp]	+	[]	null	
CRP	modABC[modAp]	+	[]	null	
CRP	mpl[mplp1]	+	[]	null	
CRP	mpl[mplp]	+	[]	null	
CRP	mtlADR[mtlAp]	+	[]	null	
CRP	murQP[murQp1]	+	[]	null	
CRP	murQP[murQp2]	+	[AIBSCS, BPP, GEA]	Strong	
CRP	murQP[murQp]	+	[]	null	
CRP	nadC[nadCp]	+	[]	null	
CRP	nagBACD[nagBp]	+	[]	null	
CRP	nagE[nagEp]	+	[]	null	
CRP	nanA[nanAp]	+	[]	null	
CRP	nanATEK-yhcH[nanAp]	+	[]	null	
CRP	nanCM[nanCp]	+	[]	null	
CRP	nanCMS[nanCp]	+	[]	null	
CRP	narQ[narQp]	-	[]	null	
CRP	nirBDC-cysG[nirBp]	-	[]	null	
CRP	nmpC[nmpCp]	+	[]	null	
CRP	nrdAB-yfaE[nrdAp]	+	[]	null	
CRP	nupC[nupCp]	+	[]	null	
CRP	nupG[nupGp]	+	[]	null	
CRP	ompA[ompAp1]	+	[]	null	
CRP	ompF[ompFp]	+	[]	null	
CRP	ompF[ompFp2]	+	[]	null	
CRP	ompR-envZ[ompRp2]	+	[]	null	
CRP	ompR-envZ[ompRp1]	-	[]	null	
CRP	ompR-envZ[ompRp3]	+	[]	null	
CRP	ompR-envZ[ompRp4]	-	[]	null	
CRP	ompW[ompWp]	-	[]	null	
CRP	osmY[osmYp]	-	[]	null	
CRP	osmY[osmYp2]	-	[]	null	
CRP	oxyR[oxyRp]	+	[]	null	
CRP	oxyR[oxyRp2]	+	[]	null	
CRP	paaABCDEFGHIJK[paaAp]	+	[]	null	
CRP	paaZ[paaZp]	+	[]	null	
CRP	patZ[pkap]	+	[]	null	
CRP	pck[pckp]	+	[]	null	
CRP	pdhR-aceEF-lpdA[pdhRp]	+	[]	null	
CRP	pdhR-aceEF-lpdA[pdhRp2]	+	[]	null	
CRP	plaR[plaRp]	-	[]	null	
CRP	pncB[pncBp]	-	[]	null	
CRP	ppdD-hofBC[ppdDp]	+	[]	null	
CRP	ppiA[ppiAp2]	+	[]	null	
CRP	ppiA[ppiAp3]	+	[]	null	
CRP	ppiA[ppiAp4]	-	[]	null	
CRP	preTA[preTp]	+	[]	null	
CRP	proP[proPp2]	+	[]	null	
CRP	proP[proPp1]	-	[]	null	
CRP	prpBCDE[prpBp]	+	[]	null	
CRP	prpR[prpRp]	+	[]	null	
CRP	psiE[psiEp]	-	[]	null	
CRP	ptsG[ptsGp1]	+	[]	null	
CRP	ptsHI-crr[ptsHp4]	+	[]	null	
CRP	ptsHI-crr[ptsHp5]	+	[]	null	
CRP	ptsHI-crr[ptsHp2]	-	[]	null	
CRP	ptsHI-crr[ptsHp1]	+	[]	null	
CRP	ptsHI-crr[ptsHp]	+	[]	null	
CRP	putP[putPp4]	-	[]	null	
CRP	puuDRCBE[puuDp]	-	[]	null	
CRP	raiAZ[raiAp]	+	[]	null	
CRP	rbsDACBKR[rbsDp]	+	[]	null	
CRP	relA-mazEF[relAp2]	+	[]	null	
CRP	rhaBAD[rhaBp]	+	[]	null	
CRP	rhaSR[rhaSp]	+	[]	null	
CRP	rhaSR[rhaSp2]	+	[]	null	
CRP	rhaT[rhaTp]	+	[]	null	
CRP	rmf[rmfp]	+	[]	null	
CRP	rplM-rpsI[rplMp]	-	[]	null	
CRP	rpoE-rseABC[rpoEp2b]	+	[]	null	
CRP	rpoE-rseABC[rseDp]	+	[]	null	
CRP	rpoH[rpoHp5]	+	[]	null	
CRP	rpoH[rpoHp4]	-	[]	null	
CRP	rpoH[rpoHp3]	-	[]	null	
CRP	rpoS[rpoSp]	-	[]	null	
CRP	rpsF-priB-rpsR-rplI[rpsFp]	+	[]	null	
CRP	sbmC[sbmCp2]	+	[]	null	
CRP	sdhCDAB-sucABCD-sdhX[sdhCp]	+	[]	null	
CRP	sdhDAB[sdhDp2]	+	[]	null	
CRP	secB-gpsA[secBp]	+	[]	null	
CRP	serA[serAp2]	+	[]	null	
CRP	serC[serCp]	-	[]	null	
CRP	serC-aroA[serCp]	-	[]	null	
CRP	sfsA-dksA[sfsAp]	+	[]	null	
CRP	sodA[sodAp]	+	[]	null	
CRP	sodB[sodBp]	-	[]	null	
CRP	sohB[sohBp1]	-	[]	null	
CRP	sohB[sohBp2]	-	[]	null	
CRP	sohB[sohBp]	-	[]	null	
CRP	speC[speCp]	-	[]	null	
CRP	spf[spfp]	-	[]	null	
CRP	srlAEBD-gutM-srlR-gutQ[srlAp]	+	[]	null	
CRP	tdcABCDEFG[tdcAp]	+	[]	null	
CRP	tnaC[tnaCp]	+	[]	null	
CRP	tnaCAB[tnaCp]	+	[]	null	
CRP	treBC[treBp]	-	[]	null	
CRP	trg[trgp1]	+	[]	null	
CRP	trxA[trxAp1]	-	[]	null	
CRP	tsx[tsxp2]	+	[]	null	
CRP	ubiG[ubiGp]	+	[]	null	
CRP	udp[udpP]	+	[]	null	
CRP	ugpBAECQ[ugpBp2]	+	[]	null	
CRP	uhpT[uhpTp]	+	[]	null	
CRP	uidABC[uidAp]	+	[]	null	
CRP	ulaABCDEF[ulaAp]	+	[]	null	
CRP	uxaB[uxaBp]	+	[]	null	
CRP	uxaCA[uxaCp]	+	[]	null	
CRP	uxuAB[uxuAp]	+	[]	null	
CRP	uxuR[uxuRp]	+	[]	null	
CRP	xseA[xseAp]	-	[]	null	
CRP	xylAB[xylAp]	+	[]	null	
CRP	xylE[xylEp]	+	[]	null	
CRP	xylFGHR[xylFp]	+	[]	null	
CRP	yaeP-rof[yaePp]	-	[APIORCISFBSCS, GEA]	Weak	
